word,count
"lady-smocks",1
"lagging",1
"laid",26
"lambs",1
"lame",1
"lamented",1
"lamp",3
"lancelot",2
"land",52
"lands",9
"landward",1
"lantern",2
"lanthorn",2
"lanthorns",1
"lapping",1
"large",2
"last",48
"late",4
"lattice",1
"laugh",1
"laughed",22
"laughing",2
"laughter",8
"laurels",2
"law",2
"law-breaker",1
"lawful",1
"lawn",4
"lay",65
"laying",1
"laylock",5
"lead",4
"leading",1
"leaf",2
"league",1
"lean",1
"leaned",12
"leaped",2
"leaping",4
"leaps",4
"leapt",10
"learn",3
"learned",4
"leash",1
"least",1
"leave",19
"leaves",4
"led",18
"left",67
"legs",1
"leila",1
"length",1
"less",2
"lesser",1
"lest",13
"let",16
"letters",2
"level",1
"levelled",1
"licked",1
"lie",3
"liege",1
"lies",4
"liever",1
"life",68
"life-days",7
"lift",1
"lifted",6
"lifting",3
"light",42
"lighten",2
"lightened",7
"lightly",15
"lightning",1
"lights",13
"like",154
"likelihood",4
"likeness",5
"likewise",3
"line",4
"lineage",4
"lines",3
"lingered",2
"lintel",1
"lips",6
"listen",1
"listened",4
"listening",1
"lists",2
"lit",4
"little",91
"live",14
"lived",5
"lively",1
"livery",1
"lives",3
"living",15
"lizard",1
"locked",3
"lodged",1
"lodging",1
"logs",1
"loneliness",8
"lonely",5
"long",78
"longed",5
"longer",14
"longing",7
"look",28
"looked",214
"looking",36
"looks",4
"loosed",5
"loosened",1
"lopped",1
"lord",21
"lord's",2
"lords",7
"lordship",2
"lose",3
"lost",14
"lot",2
"loth",1
"lotment",2
"lotting",1
"loud",3
"louder",6
"loudly",6
"love",42
"loved",26
"loveliness",3
"lovely",2
"lover",6
"lovers",12
"loving",2
"lovingly",3
"low",4
"lowest",2
"lozengy",1
"lugaidh",1
"lullaby",1
"lulled",1
"lulls",1
"lust",1
"lusty",1
"lute",5
"lutes",2
"lutestrings",1
"lying",9
"mad",1
"madam",1
"made",98
"madness",8
"magic",17
"magical",1
"maid",7
"maiden",3
"maidenhood",1
"maidens",15
"maids",1
"majnun",1
"make",31
"making",10
"malady",2
"malice",5
"man",133
"man's",11
"manch",1
"mane",1
"manifestly",1
"manlike",1
"manner",62
"many",69
"marble",1
"march",1
"marched",2
"marching",2
"margent",7
"margin",1
"mark",3
"marked",3
"market",1
"market-place",12
"marriage",5
"marrow",1
"marshalled",1
"marshals",2
"marvel",13
"marvelled",11
"marvelling",1
"marvellous",6
"marvellously",2
"marvels",1
"massy",1
"mast",2
"master",7
"mastery",6
"masts",1
"matched",4
"mate",1
"mated",1
"matter",16
"matters",5
"maurice",8
"may",52
"me",64
"meadow",7
"meadow-ground",1
"meadows",4
"meal",3
"mean",2
"meaning",10
"means",7
"meant",1
"measure",6
"measured",1
"meat",7
"meats",1
"mechaneme",1
"mechanemes",1
"medea",1
"meditation",3
"meet",17
"meeting",2
"meets",1
"memorial",1
"memory",15
"men",121
"men's",2
"men-at-arms",1
"mention",1
"mercy",2
"merrily",3
"merriness",1
"merry",4
"messenger",3
"met",12
"metals",1
"methought",1
"midday",1
"middle",3
"midmost",1
"midnight",8
"midst",8
"midsummer",1
"might",98
"mightily",2
"mighty",1
"mile",5
"milk",3
"milkwort",1
"million",2
"millstones",1
"mind",46
"minded",5
"mine",11
"mingled",11
"mingling",1
"minished",2
"minnow",2
"minnows",1
"minstrels",4
"mirror",8
"mirrors",1
"mirth",7
"misadventure",1
"misdoubt",1
"misdoubted",3
"miserable",1
"misery",4
"misgave",1
"misshapen",1
"mist",19
"moaning",1
"mocked",1
"mocking",1
"moment",30
"momently",1
"money",3
"month",1
"moon",31
"moon's",1
"moonlight",13
"moonrise",1
"moonrising",1
"moor",1
"more",116
"moreover",14
"morn",1
"morning",19
"morrow",8
"mort",1
"mortified",1
"most",21
"mother",12
"mother's",2
"mothers'",1
"motion",2
"mouldering",1
"mound",5
"mounds",1
"mount",1
"mountain-side",1
"mountains",1
"mounted",1
"mouth",9
"move",8
"moved",23
"moving",4
"much",20
"mullion",1
"multiplied",1
"multitude",8
"murder",1
"murmur",1
"murmured",3
"murmuring",1
"mused",5
"mushrooms",1
"music",17
"musing",7
"must",25
"muttered",1
"my",86
"myself",3
"naked",5
"name",37
"named",21
"namely",7
"names",7
"naoise",1
"nape",1
"napery",1
"narrow",1
"narrowly",1
"nature",12
"nay",6
"near",29
"nearer",12
"necessity",3
"neck",5
"need",15
"neighbours",1
"neither",46
"net",1
"never",33
"nevertheless",7
"new",21
"new-fallen",1
"newly",1
"newness",2
"next",1
"niamh",1
"nick",1
"nicolette",1
"nigh",4
"night",45
"nightfall",1
"nights",2
"nine",4
"ninth",1
"no",301
"noble",2
"nobleness",1
"noblest",1
"nodded",6
"noise",26
"none",45
"noon",9
"noonday",1
"nor",78
"norroway",2
"north",1
"nose",1
"nosed",1
"nosing",1
"not",394
"notable",1
"notch",1
"note",1
"notes",1
"nothing",44
"notwithstanding",13
"nought",4
"nourished",1
"now",116
"nowise",5
"number",5
"nurse",4
"nurtured",1
"nuts",1
"o",16
"oak",1
"oarage",1
"oars",1
"oarsmen",1
"obedience",4
"obey",1
"obeyed",1
"observance",1
"odds",2
"of",1869
"off",38
"offend",1
"offended",1
"offenders",1
"offered",2
"office",3
"often",4
"oftentimes",1
"ogier",7
"olaf's",1
"old",65
"older",2
"on",144
"once",9
"one",247
"ones",16
"only",94
"onward",3
"open",20
"opened",17
"openly",2
"or",97
"ordained",1
"order",9
"ordered",1
"ordering",1
"orderly",2
"ordinance",8
"oreads",2
"oriel",1
"other",85
"others",19
"otherwhere",6
"otherwise",7
"otters",1
"ought",1
"our",25
"ours",3
"ourselves",1
"out",137
"outdure",1
"outer",1
"outlander",1
"outlandish",1
"outrageous",1
"outrageously",1
"outrageousness",1
"outreasoned",1
"outrun",1
"outward",1
"outwards",1
"outwearied",1
"outwore",1
"over",61
"over-lords",1
"overflowed",1
"overhead",1
"overlaid",1
"overlooked",1
"overmuch",2
"overnight",1
"overtake",1
"overtaken",1
"overtops",1
"own",83
"ox-drove",4
"pace",1
"paces",2
"pages",2
"pain",22
"pains",1
"painted",2
"palace",1
"paladore",68
"pale",3
"pall",5
"panikos",1
"paniskos",1
"paradise",2
"parcel",1
"pardon",1
"paris",1
"park",3
"part",25
"partakers",1
"parted",9
"parting",3
"parts",1
"party",6
"pass",7
"passed",38
"passing",9
"past",26
"pastime",7
"pasture",2
"pastures",1
"path",11
"patiently",3
"pattern",2
"pawn",3
"pawns",1
"peace",19
"peacocks",1
"peal",1
"pear",1
"peasen",1
"pebbles",1
"peer",1
"peered",3
"peering",4
"pennon",1
"pennyworth",1
"people",11
"perceive",7
"perceived",82
"perchance",4
"perfect",1
"perfectly",1
"perforce",3
"peril",7
"perilous",2
"perils",1
"perish",1
"perished",7
"perishes",1
"perishing",2
"perplexed",4
"perplexity",5
"persons",1
"persuaded",2
"phantoms",1
"picture",5
"pictures",1
"piece",5
"piecemeal",2
"pieces",2
"pierce",2
"pierced",3
"piercing",1
"pigeons",1
"pilgrim",10
"pilgrimage",20
"pilgrims",1
"pillow",1
"pine-needles",1
"pine-tree",1
"pines",3
"pinions",1
"pious",1
"pipe",6
"piped",2
"piper",2
"pipes",2
"piping",4
"pitch",2
"piteous",1
"piteously",1
"pitiful",1
"pitifully",1
"pits",2
"pity",10
"pixies",1
"place",92
"places",3
"plain",14
"plainly",15
"planes",1
"plates",1
"platter",1
"play",7
"played",3
"playfellow",1
"playing",12
"pleached",1
"pleasant",1
"pleasantly",3
"please",3
"pleased",4
"pleasing",1
"pleasure",13
"plenished",1
"plenteously",1
"plenty",3
"plucked",1
"plume",1
"point",3
"pointed",3
"points",1
"poison",1
"ponder",1
"pondered",1
"pondering",1
"pool",17
"pools",1
"poor",2
"poorly",1
"poplar",1
"poplars",1
"porter",6
"portion",1
"possession",1
"possessions",2
"post",1
"postern",2
"posts",1
"poured",3
"power",11
"practised",1
"praise",2
"praised",2
"praising",1
"pray",2
"prayed",5
"praying",1
"preened",1
"presence",3
"present",3
"presently",12
"press",1
"pressed",5
"prevail",2
"prevailed",2
"pricked",5
"pride",1
"prince",39
"prince's",1
"princes",4
"prising",1
"privily",1
"profit",3
"promise",6
"promises",1
"proper",4
"properties",1
"prosper",1
"proud",3
"proudly",1
"prove",3
"proved",2
"provided",2
"prow",1
"public",1
"pulse",1
"punished",2
"punishment",1
"purple",4
"purpose",6
"purr",1
"push",1
"pushed",2
"put",23
"quarrel",4
"quarter",2
"quarters",1
"queen",4
"queens",1
"quench",1
"quenched",1
"question",9
"questioned",1
"questioning",2
"questions",5
"quick",3
"quickened",4
"quicker",1
"quickly",40
"quickset",1
"quiet",5
"quietly",1
"quietness",1
"quivered",1
"quivering",1
"rabbit",1
"racing",1
"radiance",1
"rage",2
"raged",2
"raging",1
"raiment",1
"rain",3
"rainald",32
"rainbow",1
"raise",2
"raised",1
"ramping",1
"ran",36
"random",2
"rang",6
"rankled",1
"ransomed",1
"rather",6
"ravening",1
"raw",1
"re-made",1
"read",3
"readily",1
"reading",2
"ready",9
"realm",3
"realms",3
"reason",37
"reasonable",1
"reasonably",2
"reasoned",2
"reasoning",1
"reasons",4
"rebuked",2
"rebuking",1
"rebutted",1
"receive",1
"received",8
"recked",1
"reckoned",1
"reckoning",2
"recover",2
"recovered",1
"recovery",1
"red",10
"reed",1
"reeds",4
"refna",1
"regarded",4
"region",3
"regions",1
"rehearsed",1
"rejoice",1
"rejoiced",2
"religious",2
"remain",1
"remained",1
"remember",4
"remembered",42
"remembering",1
"remembrance",14
"reminding",1
"remnant",1
"renewed",1
"renown",4
"repentance",1
"repented",2
"report",4
"reported",2
"repute",4
"request",2
"requiring",1
"rescue",3
"resistance",2
"resorted",1
"respect",1
"response",1
"rest",18
"rested",2
"restless",6
"restlessness",1
"return",9
"returned",11
"returning",5
"reverence",7
"reward",1
"rhymer",2
"rhymer's",10
"rhymers",1
"ribs",2
"rich",6
"richly",3
"ride",1
"ridge",7
"ridge-tile",1
"ridgewise",1
"riding",3
"right",35
"rights",1
"ring",7
"ring-doves",1
"ringing",3
"ripple",1
"rise",6
"risen",2
"rising",8
"river",20
"rivers",1
"road",22
"roads",1
"roar",1
"roaring",1
"robe",3
"robed",1
"robes",1
"rock",7
"rocked",4
"rocks",5
"rocky",1
"rode",10
"rogues",1
"roll",1
"rolled",7
"rolling",5
"roof",4
"roofs",3
"rooks",1
"room",2
"root",1
"roots",2
"rope",2
"ropes",1
"rose",37
"rose-hips",1
"rotten",1
"roughness",1
"round",11
"rounded",1
"roundly",1
"row",1
"rowan-tree",1
"rows",1
"royal",1
"rubbed",1
"ruddy",1
"ruin",1
"rule",2
"ruled",1
"run",7
"rung",2
"runnel",3
"running",13
"runs",2
"rushed",2
"rushes",2
"rushing",1
"rust",1
"rustled",1
"rustling",4
"ruth",1
"sable",4
"sad",4
"saddle",2
"saddled",1
"sadly",2
"sadness",2
"safely",1
"said",278
"sail",4
"sailed",1
"sailing",2
"sails",3
"saints",4
"sake",11
"sale",1
"salt",1
"salute",1
"saluted",1
"same",46
"sanctuary",3
"sand",10
"sand-hills",3
"sands",10
"sang",16
"sank",3
"sat",37
"satisfied",1
"save",35
"saving",1
"saw",311
"say",24
"saying",24
"sayings",2
"says",1
"scanned",1
"scant",1
"scantily",1
"scantly",1
"scarce",1
"scarlet",2
"scattering",1
"school",1
"schools",1
"score",2
"scorn",2
"scornfully",2
"scutcheon",3
"sea",52
"sea-birds",2
"sea-tide",1
"search",2
"seasons",2
"seat",2
"seated",2
"seaward",6
"second",7
"secondly",3
"secret",14
"secretly",3
"secrets",1
"sedge",1
"see",73
"seeing",30
"seek",11
"seeker",1
"seeking",10
"seem",3
"seemed",46
"seeming",22
"seemly",1
"seems",1
"seen",50
"sees",2
"seething",1
"seisin",1
"semblance",14
"send",3
"sending",1
"sense",1
"senses",1
"sent",5
"sentence",1
"sentences",1
"serpents",1
"servant",2
"servants",5
"serve",10
"served",2
"serveth",1
"service",5
"serving",1
"servitors",1
"set",46
"setting",3
"setting-place",1
"seven",13
"seventh",1
"several",5
"severed",1
"shade",2
"shading",2
"shadow",20
"shadowed",1
"shadows",16
"shadowy",2
"shafts",1
"shaken",3
"shall",74
"shallow",2
"shame",5
"shamed",3
"shames",1
"shanks",2
"shape",3
"shaped",1
"shapen",1
"shapes",5
"share",1
"sharp",3
"sharply",1
"she",349
"sheath",4
"sheep",14
"sheep-fold",1
"sheepstead",1
"sheer",1
"shell",1
"shells",1
"shelter",2
"shepherd",1
"shepherd's",4
"shepherdess",6
"shepherdine",8
"shepherding",1
"shepherds",6
"shewed",1
"shield",6
"shimmering",1
"shining",10
"ship",13
"ships",2
"shirts",1
"shivered",1
"shivering",1
"shoes",1
"shone",2
"shook",2
"shoot",2
"shore",11
"short",6
"shortly",3
"should",109
"shoulder",2
"shouldered",1
"shoulders",4
"shout",1
"shouted",9
"shouting",14
"show",10
"showed",26
"showers",1
"shown",4
"shows",1
"shrewdly",1
"shrieking",1
"shrieks",1
"shrine",1
"shrunk",1
"shrunken",1
"shut",12
"sick",2
"sickness",1
"side",48
"sides",2
"sidhe",3
"sigh",2
"sighed",6
"sighing",1
"sight",21
"sightless",1
"sign",13
"signs",1
"sigurd",2
"silence",14
"silent",10
"silently",4
"silk",3
"silken",3
"sill",3
"silver",19
"silver-birches",1
"silvery",1
"sin",3
"since",17
"sinews",1
"sing",4
"singing",17
"sir",65
"sister",3
"sit",4
"sitting",11
"six",6
"skein",1
"skill",6
"skin",1
"sky",28
"slacken",1
"slackened",1
"slain",5
"slant-wise",1
"slapped",1
"slave",1
"sleep",23
"sleeping",8
"sleeping-room",1
"slender",1
"slept",13
"slight",1
"slighted",1
"slope",1
"sloped",1
"slopes",1
"slow",6
"slower",1
"slowly",11
"slowness",1
"sluggards",1
"sluice",1
"slumber",1
"slumberers",1
"slunk",1
"slyly",2
"small",18
"smallened",1
"smaller",1
"smelt",1
"smiled",11
"smiling",2
"smite",1
"smiting",1
"smoke",9
"smooth",3
"smoothly",1
"smote",5
"smoulder",1
"snare",1
"snared",2
"snatched",1
"snout",1
"snow",11
"snug",1
"so",323
"sobbing",1
"soft",5
"softened",1
"softer",1
"softly",11
"softness",2
"soiled",1
"solace",3
"solaced",1
"solemn",2
"solemnly",1
"solitariness",1
"solitary",1
"solitude",4
"solomon",1
"sombre",1
"sombrely",1
"some",72
"something",2
"somewhat",13
"somewhile",1
"son",10
"song",15
"sons",5
"soon",4
"sorceries",1
"sorcery",1
"sorrow",13
"sorrowful",1
"sorrows",2
"sorry",3
"sort",6
"sorts",2
"sought",9
"soul",6
"souls",3
"sound",52
"sounded",5
"sounding",4
"south",6
"southing",2
"southward",2
"sovranty",1
"space",25
"spaces",1
"span",3
"spangled",1
"sparkling",1
"sparks",1
"sparrow",1
"sparrow-chirp",1
"speak",27
"speaking",19
"spear",1
"spearheads",1
"spearman",1
"spearmen",8
"spears",8
"special",1
"speech",11
"speed",4
"speedily",1
"spell",2
"spend",1
"spent",1
"spiders",1
"spied",2
"spin",1
"spired",1
"spires",1
"spirit",18
"spirits",4
"spite",1
"splashed",1
"splashing",1
"spoke",84
"spoken",14
"sport",1
"sported",2
"sporting",1
"sprang",1
"spread",1
"spreading",1
"spring",6
"springing",1
"springs",2
"sprinkled",1
"spur",1
"spurs",3
"spying",1
"square",1
"squarely",2
"squat",1
"squirrel",4
"staff",6
"staggered",1
"staggering",1
"stairs",1
"stakes",1
"stall",4
"stalls",3
"stand",6
"standing",14
"stands",3
"star",5
"staring",5
"starlight",4
"starry",3
"stars",16
"started",11
"state",1
"stature",3
"stay",10
"stayed",22
"steadfastly",2
"steading",2
"steadings",1
"stealing",1
"stealth",1
"stedfast",1
"steel",1
"steep",24
"steeper",1
"steeply",1
"stem",1
"stems",1
"step",8
"stepped",2
"stepping",1
"stepping-stones",7
"steps",22
"stern",1
"steward",5
"sticks",1
"stiffly",1
"still",66
"stilled",2
"stillness",1
"stilly",2
"stint",2
"stir",4
"stirred",5
"stirring",5
"stockishly",1
"stone",20
"stones",5
"stood",124
"stooped",8
"storm",2
"story",1
"stoutly",1
"straight",2
"strain",1
"strained",2
"straining",1
"strand",1
"strange",17
"strangely",3
"stranger",3
"strangers",3
"straw",2
"stream",15
"streaming",1
"street",8
"streets",3
"strength",15
"stress",1
"stretched",3
"strictly",1
"striding",1
"strife",4
"strike",4
"strikes",1
"string",1
"striplings",1
"strive",2
"striving",2
"strode",3
"stroke",9
"stroked",1
"strokes",2
"strong",13
"stronger",4
"stronghold",1
"strongly",13
"strove",3
"struck",7
"struggled",2
"struggling",1
"studied",1
"study",2
"stumbling",2
"stung",1
"subdue",3
"subdued",1
"subjection",1
"substance",7
"substantial",1
"succour",1
"such",62
"sudden",9
"suddenly",48
"suffer",3
"suffered",4
"suffice",1
"suffices",1
"sufficient",1
"sullenly",1
"sulney",10
"sum",1
"summer",7
"summon",1
"summoned",1
"summoner",1
"sun",44
"sun-rising",1
"sun-setting",1
"sunburnt",1
"sung",1
"sunlight",12
"sunrise",5
"sunset",8
"sunsetting",1
"sunshine",1
"sup",2
"supped",2
"supper",8
"supper-time",1
"suppertime",1
"suppose",2
"supposed",11
"surcoats",1
"sure",3
"surely",7
"surety",1
"survivors",1
"sustained",1
"sustenance",1
"swallows",1
"swans",2
"sward",1
"sware",1
"swashers",1
"swayed",1
"sweat",1
"sweet",20
"sweetly",1
"sweetness",4
"swelled",1
"swiftly",26
"swiftness",1
"swine",2
"swirled",1
"sword",9
"swords",6
"swore",1
"sworn",4
"swung",5
"table",13
"tables",3
"tail",1
"take",28
"taken",9
"takes",1
"taking",4
"tale",10
"tales",2
"talk",4
"talked",9
"talking",7
"tall",5
"taller",1
"tame",1
"tameable",1
"tangle",1
"tangled",3
"taste",2
"teach",1
"teaching",1
"tear",1
"tears",1
"teeth",3
"tell",44
"teller",1
"telling",5
"ten",4
"tended",1
"tender",2
"tenderly",1
"tenderness",1
"terrible",1
"terror",3
"tethered",1
"than",41
"thank",1
"thanked",4
"thanks",5
"that",1154
"the",3568
"thee",4
"their",291
"theirs",1
"them",462
"themselves",12
"then",432
"thence",6
"thenceforth",1
"there",363
"thereabout",1
"thereafter",12
"thereas",1
"thereat",13
"thereby",24
"therefor",1
"therefore",9
"therefrom",8
"therein",45
"thereof",20
"thereon",15
"thereout",1
"thereover",1
"thereto",28
"thereunder",3
"thereupon",3
"therewith",26
"these",37
"they",822
"thick",6
"thickest",1
"thicket",4
"thickets",2
"thickly",3
"thickness",1
"thigh",2
"thin",3
"thing",34
"things",46
"think",7
"thinking",9
"third",16
"thirdly",1
"this",209
"thistles",3
"thither",15
"thitherward",1
"thong",3
"thorleik's",1
"thorn",1
"thorn-tree",5
"thorns",1
"those",65
"though",70
"thought",89
"thoughts",6
"thousand",2
"thousands",1
"thread",2
"threadworn",1
"three",33
"threshold",1
"threw",8
"thrice",5
"throat",5
"throng",1
"thronged",2
"thronging",1
"through",43
"throughout",3
"throw",2
"thrown",1
"thrust",5
"thrusting",3
"thunder",3
"thus",3
"thy",7
"thyme",2
"tickled",1
"tide",10
"tidings",4
"tie",1
"tiles",1
"till",6
"tiller",1
"timbers",1
"time",116
"times",26
"to",1156
"to-day",4
"to-morrow",3
"together",96
"token",8
"tokens",4
"told",54
"tolling",5
"tomb",6
"tombs",1
"tomorrow",1
"tongue",8
"too",7
"took",98
"tooth",1
"toothless",1
"top",6
"topmost",4
"toppled",1
"torch",2
"torches",3
"tore",1
"tossed",1
"touch",4
"touched",13
"tourney",2
"toward",16
"towards",38
"tower",52
"towers",9
"town",2
"townsfolk",1
"toy",1
"toys",2
"tracery",1
"track",2
"trade",1
"trail",3
"train",7
"trampled",1
"tranquil",1
"transgression",2
"transitory",2
"trapped",2
"treading",1
"treason",3
"tree",15
"trees",20
"tremble",2
"trembled",12
"trembling",2
"trespassing",1
"trial",1
"tristram",2
"trod",3
"troilus",2
"trouble",3
"troubled",7
"trout",1
"troy",2
"truants",1
"truce",1
"true",14
"truly",4
"trumpeters",1
"trumpets",3
"trusted",1
"truth",30
"tryst",3
"tumbled",3
"tumbling",1
"tumult",2
"tune",2
"tuneably",1
"turbulent",1
"turn",6
"turned",57
"turning",4
"turns",2
"turquin",2
"twain",4
"twelve",1
"twentieth",1
"twenty",5
"twice",4
"twilight",6
"two",116
"umbrage",1
"unarmed",1
"unaware",2
"unawares",1
"unbarred",1
"unborn",1
"unclean",1
"uncomplaining",1
"under",40
"underfoot",1
"underprops",1
"understand",4
"understanded",2
"understanding",9
"understands",1
"understood",3
"undone",2
"ungentle",1
"unharassed",1
"unharnessed",1
"unknowing",3
"unknown",5
"unlatched",1
"unlawful",1
"unlikeness",1
"unlocked",1
"unmatched",1
"unreason",1
"unreasonable",1
"untied",1
"until",29
"unto",22
"untrodden",1
"untwisted",1
"unused",1
"unvexed",1
"unwitting",1
"unwittingly",1
"up",82
"upbore",1
"upbuilded",1
"upbuilt",1
"upheld",3
"upland",3
"uplifted",2
"uplifting",1
"upon",528
"upper",2
"upward",5
"upwards",1
"urgent",1
"us",27
"usage",2
"use",5
"used",7
"usnach",2
"utter",2
"utterance",1
"uttered",3
"uttering",1
"utterly",7
"vain",5
"vale",1
"valeh",1
"valley",10
"valleys",1
"vanish",1
"vanished",8
"vanishing",1
"vanisht",1
"vantage",2
"veil",5
"venom",2
"verily",4
"veritable",1
"verities",2
"verse",3
"verses",2
"very",24
"vexed",3
"vile",2
"village",7
"villainy",1
"vincent",13
"vincentius",1
"virtue",1
"virtues",1
"visible",1
"vision",17
"visions",7
"visor",2
"visored",1
"voice",52
"voices",10
"void",9
"volsungs",1
"vowed",1
"vows",1
"voyage",1
"voyaged",1
"voyaging",1
"wages",1
"wait",3
"waited",2
"waiting",4
"wakened",1
"waking",3
"walk",5
"walked",8
"walking",6
"wall",23
"wallet",1
"walls",15
"wandered",4
"wanderer",1
"wandering",11
"wanes",1
"wanted",1
"wantoned",1
"war",8
"war-cry",1
"warfare",1
"warily",8
"warm",5
"warmly",1
"warned",1
"warped",1
"wars",4
"was",1161
"wash",1
"wasps",1
"waste",1
"wasted",1
"watch",9
"watch-night",1
"watched",3
"watching",8
"water",57
"waterfall",2
"waters",1
"wattled",1
"waved",1
"wavered",1
"wavering",1
"waves",1
"waxen",1
"waxing",2
"way",72
"wayfarers",2
"ways",7
"wayward",2
"waywardly",2
"we",49
"we'll",1
"weak",2
"wealth",1
"weapons",1
"wear",1
"wearied",4
"wearily",1
"weariness",19
"wearing",1
"weary",11
"weaved",2
"wed",1
"wedded",10
"wedding",3
"weep",2
"weeping",6
"weight",4
"weir",2
"welcome",2
"well",73
"well-a-way",1
"well-begone",1
"well-beseen",1
"well-head",6
"well-nigh",2
"well-spring",2
"wellnigh",4
"wellspring",1
"went",259
"wept",9
"were",447
"west",4
"westering",1
"western",1
"westward",2
"wet",1
"what",109
"whatsoever",1
"wheaten",2
"wheeling",4
"when",257
"whence",6
"whenever",1
"whensoever",1
"where",63
"whereas",4
"whereby",20
"wherefore",7
"wherefrom",3
"wherein",15
"whereof",5
"whereon",2
"whereto",3
"wherever",1
"wherewith",3
"whether",18
"which",209
"while",28
"whiles",5
"whirled",2
"whirling",1
"whirlpool",1
"whispered",1
"whispering",1
"whit",2
"white",36
"whither",15
"who",18
"whole",9
"wholly",9
"whom",19
"whomsoever",1
"whose",6
"whosoever",1
"why",4
"wicket",2
"wide",14
"width",2
"wife",5
"wild",8
"wilderness",1
"wildfire",1
"wildwood",3
"wilfully",1
"will",97
"willing",7
"willingly",4
"willows",2
"win",2
"wind",35
"winding",1
"window",27
"windows",5
"winds",1
"windy-blown",1
"wine",12
"wing",1
"wings",12
"winter",7
"wisdom",6
"wise",14
"wisest",1
"wish",1
"wished",1
"wisps",2
"wit",2
"witch-knot",1
"witchcraft",1
"witchery",1
"witchknot",2
"with",471
"within",105
"without",61
"witless",1
"witness",2
"witnesses",1
"witnessing",1
"wits",6
"wizard",1
"woke",1
"wold",2
"wolf",1
"woman",14
"woman's",1
"womanhood",1
"womanly",1
"women",15
"won",2
"wonder",4
"wondered",2
"wondering",2
"wood",44
"wood-knife",1
"woodside",3
"wool",1
"wool-begrown",1
"woolly",1
"word",31
"words",54
"wore",1
"work",8
"worked",2
"working",1
"world",25
"world's",2
"worldly",1
"worn",2
"worse",1
"worst",1
"worsted",1
"worth",3
"would",126
"wounded",2
"wounding",1
"wounds",1
"woven",1
"wrapt",1
"wrath",2
"wreath",1
"wrestlers",1
"wrist",1
"written",1
"wrong",4
"wrong-doers",2
"wrongs",1
"yards",1
"yea",13
"year",13
"years",13
"yellow",2
"yellowed",2
"yellowing",1
"yesterday",3
"yet",180
"yield",1
"yielded",2
"yielden",1
"yonder",3
"you",225
"young",37
"younger",3
"youngling",1
"your",81
"yours",10
"yourself",2
"yourselves",1
"youth",14
"youths",1
"yule",1
"ywain",565
"ywain's",32
